carrier,delayed30,delay,destination
Republic,FALSE,-6,DCA
Delta,FALSE,-2,ORD
Delta,FALSE,-19,ATL
Republic,FALSE,-7,BDL
Delta,TRUE,43,MSY
Delta,TRUE,73,MCO
Republic,FALSE,-14,MEM
Delta,TRUE,73,TPA
Republic,FALSE,-7,BOS
Republic,FALSE,-21,GSO
Republic,FALSE,-5,DTW
Republic,FALSE,-26,PIT
Republic,FALSE,-4,ILM
Republic,FALSE,-15,CLE
Republic,FALSE,-14,ROC
Republic,FALSE,-8,PWM
Delta,FALSE,-16,BOS
Republic,FALSE,-28,RDU
Republic,FALSE,-22,RIC
Delta,FALSE,13,ATL
Delta,TRUE,119,FLL
Delta,TRUE,33,SYR
Delta,TRUE,151,MIA
Republic,FALSE,-22,CLT
Republic,FALSE,-17,DCA
Delta,FALSE,0,ATL
Delta,FALSE,-5,BOS
Delta,FALSE,-4,DTW
Delta,FALSE,-16,MSP
Delta,FALSE,-13,DFW
Delta,FALSE,2,ORD
Republic,FALSE,-17,CMH
Republic,FALSE,-19,CMH
Republic,FALSE,-17,PIT
Republic,FALSE,-21,RDU
Delta,FALSE,-13,ATL
Delta,FALSE,-40,IAH
Delta,FALSE,-15,TPA
Delta,FALSE,-16,RSW
Delta,FALSE,-13,PBI
Delta,FALSE,4,FLL
Republic,FALSE,-21,DTW
Delta,FALSE,-26,DEN
Delta,FALSE,9,MCO
Republic,FALSE,-4,DCA
Delta,FALSE,-1,ORD
Republic,FALSE,23,MSP
Republic,FALSE,-12,CHO
Delta,FALSE,-6,MSP
Republic,FALSE,-26,BOS
Delta,FALSE,7,ATL
Republic,FALSE,-26,BUF
Republic,FALSE,-22,RDU
Republic,FALSE,-1,CVG
Republic,FALSE,-23,HHH
Republic,FALSE,-15,RIC
Delta,FALSE,-25,ORD
Republic,FALSE,-18,GSO
Republic,FALSE,-24,IAH
Republic,FALSE,-21,CMH
Republic,FALSE,-8,ILM
Republic,FALSE,-22,SDF
Republic,FALSE,-22,GRR
Republic,FALSE,11,CMH
Republic,FALSE,-12,PIT
Delta,FALSE,1,BOS
Republic,FALSE,-3,BUF
Republic,TRUE,114,BOS
Republic,FALSE,-15,ACK
Republic,FALSE,-21,DCA
Delta,FALSE,-29,DFW
Republic,FALSE,-15,CLE
Republic,FALSE,0,SDF
Republic,FALSE,-35,STL
Delta,FALSE,-3,ATL
Republic,FALSE,-5,BDL
Republic,FALSE,-8,BOS
Republic,TRUE,31,BTV
Republic,FALSE,-8,PVD
Delta,FALSE,-20,DTW
Republic,FALSE,-6,IND
Republic,FALSE,-18,MVY
Delta,FALSE,-5,SRQ
Republic,FALSE,-18,OMA
Republic,FALSE,-26,BNA
Republic,FALSE,-15,GSP
Delta,FALSE,-6,ATL
Republic,FALSE,-13,DCA
Republic,FALSE,-23,IND
Delta,FALSE,-26,MSY
Republic,FALSE,-26,BOS
Delta,TRUE,41,MIA
Republic,FALSE,-33,XNA
Republic,FALSE,-39,PIT
Republic,FALSE,0,AVL
Republic,FALSE,-41,MSP
Republic,FALSE,-14,ROA
Delta,FALSE,-23,TPA
Delta,FALSE,-11,MCO
Republic,FALSE,-20,DTW
Delta,FALSE,27,FLL
Delta,FALSE,-13,ORD
Delta,FALSE,-21,ATL
Republic,FALSE,-26,SYR
Republic,FALSE,-22,BUF
Delta,FALSE,14,PBI
Republic,FALSE,-21,CMH
Delta,FALSE,-33,MSP
Republic,FALSE,-16,MEM
Republic,FALSE,-12,BOS
Delta,FALSE,-31,IAH
Republic,FALSE,-18,DCA
Republic,FALSE,-4,DAY
Republic,FALSE,-16,BNA
Republic,FALSE,-11,PWM
Delta,FALSE,-14,ATL
Delta,FALSE,-11,DFW
Republic,FALSE,-5,ORF
Delta,FALSE,-21,ORD
Delta,FALSE,-15,DTW
Republic,FALSE,-18,BOS
Republic,FALSE,-22,CLE
Republic,FALSE,-21,SDF
Republic,FALSE,-29,CVG
Republic,FALSE,-4,CLT
Republic,FALSE,-26,CMH
Delta,FALSE,-7,ATL
Republic,FALSE,-30,IAH
Republic,FALSE,-28,DCA
Republic,FALSE,-27,BOS
Republic,FALSE,10,JAX
Republic,FALSE,-22,CAE
Republic,FALSE,-4,DCA
Republic,FALSE,-21,CMH
Republic,FALSE,-27,PIT
Republic,FALSE,-22,IND
Delta,FALSE,5,ATL
Delta,TRUE,32,TPA
Delta,FALSE,0,PBI
Republic,FALSE,-3,STL
Republic,FALSE,-18,BUF
Republic,FALSE,-20,MVY
Republic,FALSE,-25,BOS
Delta,FALSE,3,MCO
Delta,FALSE,-7,DFW
Republic,FALSE,-23,GSO
Delta,FALSE,-10,DTW
Republic,FALSE,-16,STL
Delta,FALSE,-37,MSP
Republic,FALSE,-32,DCA
Delta,TRUE,39,RSW
Republic,TRUE,178,PIT
Delta,FALSE,18,MIA
Delta,FALSE,-25,ATL
Delta,FALSE,-46,IAH
Delta,FALSE,11,FLL
Republic,FALSE,-23,RIC
Republic,FALSE,16,SYR
Republic,FALSE,-19,TYS
Republic,FALSE,-19,DTW
Republic,FALSE,-26,ACK
Republic,FALSE,-24,BOS
Delta,FALSE,-15,CHS
Republic,FALSE,10,BNA
Republic,FALSE,0,PIT
Republic,FALSE,-18,PIT
Republic,FALSE,-31,GSP
Republic,FALSE,-25,IND
Delta,FALSE,-23,ORD
Republic,FALSE,15,CHO
Republic,FALSE,-35,DCA
Delta,FALSE,-19,DTW
Republic,FALSE,-24,BOS
Delta,FALSE,-23,ATL
Republic,FALSE,-29,RIC
Delta,FALSE,-41,DEN
Republic,FALSE,-13,ILM
Republic,FALSE,-19,IND
Republic,FALSE,-21,SDF
Republic,FALSE,-14,CMH
Republic,FALSE,-5,LIT
Republic,FALSE,-22,DCA
Republic,FALSE,-23,BOS
Delta,FALSE,-8,MCO
Republic,FALSE,-29,SDF
Republic,FALSE,-33,LIT
Republic,FALSE,-32,OMA
Republic,FALSE,-24,IND
Delta,FALSE,-48,IAH
Delta,FALSE,-12,ORD
Republic,FALSE,-20,MCI
Delta,FALSE,-34,MSP
Delta,FALSE,-19,ATL
Republic,FALSE,-12,CLT
Delta,FALSE,-16,DFW
Republic,TRUE,34,CMH
Republic,FALSE,-14,PIT
Republic,FALSE,-11,CMH
Republic,FALSE,-10,IND
Republic,FALSE,-31,BOS
Delta,FALSE,-23,PBI
Republic,FALSE,-20,OKC
Republic,FALSE,-2,PIT
Republic,FALSE,8,TUL
Republic,FALSE,-18,BHM
Republic,FALSE,-20,XNA
Delta,FALSE,-5,TPA
Republic,FALSE,-11,DCA
Republic,FALSE,-39,OMA
Republic,FALSE,0,BNA
Republic,FALSE,-2,ORF
Delta,FALSE,5,BOS
Republic,FALSE,-24,MSN
Republic,FALSE,1,CMH
Republic,FALSE,-4,CVG
Delta,FALSE,-35,ORD
Republic,FALSE,-10,DCA
Republic,FALSE,-1,BUF
Delta,TRUE,36,MSY
Republic,FALSE,-22,BDL
Republic,FALSE,-12,BOS
Republic,FALSE,13,MEM
Delta,TRUE,53,DTW
Delta,TRUE,78,MCO
Delta,FALSE,-11,SYR
Republic,FALSE,-13,DTW
Republic,FALSE,-9,ILM
Republic,FALSE,-15,GSO
Republic,FALSE,-11,ROC
Delta,TRUE,76,MIA
Republic,FALSE,11,PIT
Republic,FALSE,-14,CLE
Republic,FALSE,-3,PWM
Delta,FALSE,10,ATL
Delta,TRUE,94,FLL
Delta,TRUE,68,ATL
Republic,FALSE,-5,RIC
Republic,FALSE,-10,RDU
Delta,FALSE,-6,BOS
Republic,FALSE,-20,DCA
Republic,FALSE,-9,CLT
Delta,FALSE,-3,ATL
Delta,FALSE,-38,MSP
Delta,FALSE,8,BOS
Delta,FALSE,-4,DTW
Delta,FALSE,-17,ORD
Delta,FALSE,-24,DFW
Republic,FALSE,-31,CMH
Republic,FALSE,-22,PIT
Republic,FALSE,-22,CMH
Republic,FALSE,-20,RDU
Republic,FALSE,-20,BOS
Republic,FALSE,-33,MSP
Delta,FALSE,-11,MIA
Delta,FALSE,-32,IAH
Delta,FALSE,-1,ATL
Republic,FALSE,-41,DTW
Delta,FALSE,4,PBI
Delta,FALSE,-48,DEN
Delta,FALSE,-16,RSW
Delta,FALSE,-1,MCO
Delta,FALSE,14,TPA
Republic,FALSE,21,DCA
Delta,TRUE,35,FLL
Republic,FALSE,-23,CHO
Republic,FALSE,-27,BOS
Delta,FALSE,-13,ATL
Delta,FALSE,-28,MSP
Republic,FALSE,-26,BUF
Republic,FALSE,-19,RDU
Republic,FALSE,-38,HHH
Republic,FALSE,-27,RIC
Republic,FALSE,4,CVG
Republic,FALSE,-12,IAH
Republic,FALSE,-16,CMH
Republic,FALSE,-22,GSO
Republic,FALSE,-16,ILM
Republic,FALSE,-22,SDF
Republic,FALSE,-24,PIT
Republic,FALSE,-17,CMH
Republic,FALSE,-29,BUF
Republic,FALSE,-18,GRR
Republic,FALSE,-31,ACK
Republic,FALSE,-21,BTV
Delta,FALSE,-12,DFW
Republic,FALSE,-30,DCA
Republic,FALSE,-19,CLE
Delta,TRUE,40,ORD
Republic,FALSE,-18,SDF
Republic,FALSE,-28,BDL
Republic,FALSE,-32,STL
Republic,FALSE,-18,PVD
Republic,FALSE,-19,IND
Republic,FALSE,-16,BOS
Republic,FALSE,-62,OMA
Delta,FALSE,-33,DTW
Republic,FALSE,-25,MVY
Delta,FALSE,14,SRQ
Delta,TRUE,71,BOS
Republic,FALSE,-20,GSP
Republic,FALSE,-25,DCA
Delta,TRUE,43,ATL
Republic,FALSE,-16,BNA
Delta,TRUE,155,ORD
Delta,FALSE,-4,ATL
Delta,FALSE,-22,MSY
Republic,FALSE,-33,BOS
Republic,FALSE,-12,IND
Delta,FALSE,2,MIA
Republic,FALSE,-7,AVL
Republic,FALSE,-13,ROA
Republic,FALSE,-15,XNA
Republic,FALSE,-32,PIT
Republic,FALSE,-32,MSP
Delta,FALSE,-24,PBI
Delta,FALSE,-13,TPA
Republic,FALSE,-29,DTW
Delta,FALSE,-25,ATL
Republic,FALSE,-25,SYR
Delta,TRUE,52,FLL
Delta,FALSE,-8,ORD
Republic,FALSE,-30,CMH
Delta,FALSE,-41,MSP
Republic,FALSE,-7,BUF
Delta,TRUE,64,MCO
Delta,FALSE,-22,IAH
Republic,FALSE,4,MEM
Republic,FALSE,-10,BOS
Republic,FALSE,-15,DCA
Republic,FALSE,-12,PWM
Delta,FALSE,-24,DFW
Republic,FALSE,-3,DAY
Republic,FALSE,5,BNA
Delta,FALSE,-11,ATL
Delta,FALSE,-27,ORD
Republic,FALSE,4,ORF
Republic,FALSE,-20,BOS
Delta,FALSE,-10,DTW
Republic,FALSE,-32,CLE
Republic,FALSE,-14,SDF
Republic,FALSE,-17,CLT
Republic,FALSE,-8,CMH
Delta,FALSE,-17,ATL
Republic,FALSE,-12,CVG
Republic,TRUE,63,PIT
Republic,FALSE,-2,JAX
Republic,FALSE,-30,DCA
Republic,FALSE,-28,BOS
Republic,FALSE,-9,CAE
Republic,FALSE,-13,DCA
Republic,FALSE,-21,CMH
Republic,FALSE,-16,PIT
Delta,FALSE,-16,ATL
Republic,FALSE,-35,IND
Republic,FALSE,-26,STL
Delta,FALSE,-7,PBI
Delta,FALSE,2,TPA
Delta,FALSE,21,MCO
Delta,FALSE,-17,DFW
Republic,FALSE,-24,MVY
Republic,FALSE,-14,BOS
Delta,FALSE,-19,DTW
Republic,FALSE,-13,BUF
Republic,FALSE,-15,GSO
Republic,TRUE,59,IAH
Republic,FALSE,-14,STL
Republic,FALSE,6,SYR
Delta,FALSE,-33,MSP
Delta,FALSE,-5,RSW
Republic,FALSE,-14,DCA
Delta,TRUE,36,MIA
Delta,FALSE,-32,IAH
Delta,TRUE,56,FLL
Republic,FALSE,-2,RIC
Republic,FALSE,0,TYS
Republic,FALSE,-12,ACK
Republic,FALSE,-18,BOS
Republic,FALSE,-13,CHO
Delta,FALSE,11,ATL
Delta,FALSE,-12,CHS
Republic,FALSE,4,PIT
Delta,FALSE,-46,ORD
Republic,FALSE,-27,IND
Republic,FALSE,-15,PIT
Republic,FALSE,-2,GSP
Republic,FALSE,-41,DCA
Delta,FALSE,-33,ATL
Republic,FALSE,-30,BOS
Delta,FALSE,-19,DTW
Republic,FALSE,-13,ILM
Republic,TRUE,33,BNA
Delta,FALSE,-40,DEN
Republic,FALSE,-16,RIC
Republic,FALSE,-23,IND
Republic,FALSE,-20,CMH
Republic,FALSE,-2,SDF
Republic,FALSE,-9,LIT
Republic,TRUE,81,DTW
Republic,FALSE,-10,CMH
Republic,FALSE,-14,DCA
Delta,FALSE,-24,MCO
Republic,FALSE,-30,BOS
Republic,FALSE,-35,LIT
Republic,FALSE,-29,SDF
Delta,FALSE,-39,ORD
Republic,FALSE,-33,OMA
Delta,FALSE,-30,MSP
Delta,FALSE,-32,IAH
Republic,FALSE,-33,IND
Delta,FALSE,-24,ATL
Republic,FALSE,-14,XNA
Republic,FALSE,18,CLT
Delta,FALSE,-23,DFW
Republic,FALSE,-19,PIT
Republic,FALSE,-4,CMH
Republic,FALSE,-36,IND
Republic,FALSE,-10,BOS
Republic,FALSE,-16,PIT
Republic,FALSE,-18,OKC
Delta,FALSE,-23,PBI
Republic,FALSE,-32,TUL
Republic,FALSE,19,BHM
Republic,FALSE,-3,BNA
Delta,FALSE,-8,TPA
Republic,FALSE,-31,MCI
Republic,FALSE,-5,DCA
Republic,FALSE,-38,OMA
Delta,FALSE,12,MCO
Republic,FALSE,7,ORF
Republic,FALSE,-48,MSN
Delta,FALSE,24,MIA
Delta,FALSE,23,BOS
Republic,FALSE,-1,CVG
Delta,FALSE,14,DTW
Republic,FALSE,25,CMH
Delta,TRUE,38,MSY
Republic,FALSE,-2,BUF
Delta,TRUE,47,FLL
Republic,FALSE,-11,BOS
Republic,FALSE,-18,MEM
Republic,FALSE,13,DCA
Republic,FALSE,-16,ILM
Republic,FALSE,-9,DTW
Delta,FALSE,-7,SYR
Republic,FALSE,-9,GSO
Delta,TRUE,34,ATL
Republic,FALSE,12,BDL
Republic,FALSE,-16,ROC
Republic,FALSE,-2,PIT
Republic,FALSE,-9,CLE
Delta,FALSE,30,ORD
Delta,FALSE,2,ATL
Delta,FALSE,-17,BOS
Republic,FALSE,-23,RDU
Republic,FALSE,27,PWM
Republic,FALSE,2,RIC
Delta,FALSE,-22,DTW
Delta,FALSE,-17,ATL
Delta,FALSE,-22,MSP
Delta,FALSE,-25,PBI
Delta,FALSE,9,MIA
Delta,FALSE,-7,TPA
Republic,FALSE,-22,ILM
Delta,FALSE,-21,RSW
Delta,FALSE,-40,DEN
Delta,FALSE,-24,MSP
Delta,FALSE,-33,ORD
Republic,FALSE,-39,STL
Republic,FALSE,-23,RDU
Republic,FALSE,3,HHH
Republic,FALSE,-25,IND
Republic,FALSE,-41,DCA
Delta,FALSE,-20,ATL
Delta,FALSE,0,MCO
Republic,FALSE,-23,CMH
Republic,FALSE,-45,GRR
Republic,FALSE,-21,BOS
Delta,FALSE,-24,CHS
Delta,FALSE,-39,DTW
Delta,FALSE,-26,DFW
Republic,FALSE,-26,BNA
Republic,TRUE,35,ACK
Republic,FALSE,-3,CAE
Republic,FALSE,-24,MVY
Republic,FALSE,-38,SDF
Republic,FALSE,-21,GSP
Republic,FALSE,-20,CLT
Delta,FALSE,-11,SRQ
Republic,FALSE,-28,DCA
Delta,FALSE,-40,MSY
Republic,FALSE,-50,OMA
Republic,FALSE,-32,IND
Republic,FALSE,-28,ROA
Delta,TRUE,224,FLL
Republic,FALSE,-61,MSN
Delta,TRUE,92,IAH
Republic,FALSE,-21,TYS
Republic,FALSE,-26,RIC
Republic,FALSE,-20,STL
Republic,FALSE,-41,MSP
Delta,FALSE,-18,MCO
Delta,FALSE,-36,ORD
Delta,FALSE,-11,FLL
Delta,FALSE,9,MIA
Republic,FALSE,-28,DTW
Delta,TRUE,47,ATL
Republic,FALSE,-14,PWM
Delta,FALSE,-36,MSP
Delta,FALSE,-24,ATL
Republic,FALSE,-25,BNA
Delta,FALSE,-27,SYR
Republic,FALSE,-36,DCA
Republic,FALSE,-34,IND
Delta,FALSE,26,TPA
Delta,TRUE,32,PBI
Republic,FALSE,-33,BOS
Delta,FALSE,-24,DTW
Republic,FALSE,-21,LIT
Republic,FALSE,-36,CLE
Republic,FALSE,9,ORF
Republic,FALSE,-40,MCI
Republic,FALSE,-19,CVG
Republic,FALSE,-30,IND
Republic,FALSE,-32,PIT
Delta,FALSE,-17,ATL
Republic,FALSE,-44,MEM
Republic,FALSE,-52,OKC
Delta,FALSE,-39,ORD
Republic,FALSE,-27,PIT
Republic,FALSE,-32,DCA
Republic,FALSE,-32,SDF
Delta,FALSE,-18,PBI
Delta,FALSE,-7,TPA
Delta,FALSE,-28,DFW
Delta,FALSE,-20,MCO
Republic,FALSE,-13,MVY
Delta,FALSE,-35,RSW
Republic,FALSE,-37,BUF
Republic,FALSE,5,RDU
Republic,FALSE,-37,MCI
Republic,FALSE,-16,GSO
Delta,FALSE,-25,MSP
Delta,FALSE,-13,FLL
Republic,FALSE,-40,IND
Delta,FALSE,-56,IAH
Republic,FALSE,-33,CMH
Republic,FALSE,-32,ACK
Republic,FALSE,-66,OMA
Republic,FALSE,-52,TUL
Delta,FALSE,-14,ATL
Republic,FALSE,-5,RIC
Republic,FALSE,-45,XNA
Republic,FALSE,-31,BUF
Republic,FALSE,-32,ROC
Republic,FALSE,-37,PIT
Republic,FALSE,-32,CMH
Delta,FALSE,-43,DTW
Republic,FALSE,-32,BOS
Republic,FALSE,-41,DCA
Republic,FALSE,-20,ILM
Delta,FALSE,-29,ATL
Delta,TRUE,142,MIA
Delta,FALSE,-48,ORD
Delta,FALSE,-49,MSY
Delta,FALSE,-11,MCO
Delta,FALSE,-18,DTW
Delta,FALSE,-17,ATL
Delta,FALSE,-32,MIA
Delta,FALSE,-17,TPA
Delta,FALSE,-24,RSW
Delta,FALSE,-29,FLL
Delta,FALSE,-57,DEN
Delta,FALSE,-3,PBI
Delta,FALSE,-29,ATL
Delta,FALSE,-27,MSP
Republic,FALSE,-32,HHH
Delta,FALSE,-18,MCO
Delta,FALSE,-31,ORD
Republic,FALSE,-53,GRR
Republic,FALSE,-36,CMH
Republic,FALSE,-33,ACK
Delta,FALSE,-44,DFW
Republic,FALSE,-39,DCA
Republic,FALSE,-41,STL
Delta,FALSE,-29,ATL
Delta,FALSE,-44,DTW
Republic,FALSE,-32,AVL
Delta,FALSE,-36,SRQ
Republic,FALSE,-26,MVY
Republic,FALSE,-54,BNA
Republic,FALSE,-28,GSP
Republic,FALSE,-32,DCA
Delta,FALSE,-30,MSY
Republic,FALSE,-27,BOS
Republic,FALSE,-29,ROA
Delta,FALSE,-30,MIA
Republic,FALSE,-44,XNA
Republic,FALSE,-37,MSP
Delta,FALSE,-28,FLL
Delta,FALSE,-39,ATL
Delta,FALSE,-44,PBI
Republic,FALSE,-35,DTW
Delta,FALSE,-43,ORD
Delta,FALSE,-25,TPA
Delta,FALSE,-16,MCO
Republic,FALSE,-28,SYR
Republic,FALSE,-38,MEM
Delta,FALSE,-33,IAH
Delta,FALSE,-38,MSP
Republic,FALSE,-34,DCA
Republic,FALSE,-13,BOS
Republic,FALSE,-19,DAY
Republic,FALSE,-22,PIT
Republic,FALSE,-39,BNA
Delta,FALSE,-37,ATL
Republic,FALSE,-16,BOS
Delta,FALSE,-8,ORD
Delta,FALSE,-29,DTW
Delta,FALSE,-8,DFW
Republic,FALSE,-30,SDF
Republic,FALSE,-26,CLT
Republic,FALSE,-33,CLE
Republic,FALSE,-24,CMH
Republic,FALSE,-24,CVG
Delta,FALSE,-31,ATL
Republic,FALSE,-28,IAH
Republic,FALSE,-30,BNA
Republic,FALSE,-26,DCA
Republic,FALSE,-26,CAE
Republic,FALSE,-9,DCA
Republic,FALSE,-12,BOS
Republic,FALSE,-24,CMH
Republic,FALSE,-28,PIT
Republic,FALSE,-46,IND
Delta,FALSE,-24,ATL
Delta,FALSE,-26,PBI
Republic,FALSE,-20,BOS
Delta,FALSE,-29,DFW
Republic,FALSE,-18,MVY
Delta,FALSE,-3,TPA
Delta,FALSE,-33,DTW
Republic,FALSE,-28,GSO
Republic,FALSE,-23,SYR
Republic,FALSE,-4,BUF
Republic,FALSE,-31,STL
Delta,FALSE,14,MCO
Delta,FALSE,-37,MSP
Delta,FALSE,-6,MIA
Delta,FALSE,-19,RSW
Republic,FALSE,2,DCA
Republic,FALSE,16,STL
Delta,FALSE,-38,ATL
Delta,FALSE,-2,FLL
Delta,FALSE,-38,IAH
Republic,FALSE,-29,DTW
Republic,FALSE,-26,TYS
Republic,FALSE,-27,RIC
Republic,FALSE,-36,BOS
Delta,FALSE,-27,CHS
Republic,FALSE,-14,ACK
Republic,FALSE,-29,BNA
Republic,FALSE,-33,GSP
Republic,FALSE,1,CHO
Republic,FALSE,-30,PIT
Republic,FALSE,-32,IND
Republic,FALSE,-17,PIT
Delta,FALSE,-39,ORD
Republic,FALSE,-47,DCA
Republic,FALSE,-13,BOS
Delta,FALSE,-23,DEN
Republic,FALSE,-33,CMH
Republic,FALSE,-2,RIC
Republic,FALSE,-28,LIT
Delta,FALSE,12,ATL
Delta,FALSE,-1,DTW
Republic,FALSE,-15,SDF
Republic,FALSE,-38,CMH
Republic,FALSE,-13,DCA
Republic,FALSE,-28,BOS
Delta,FALSE,-16,MCO
Republic,FALSE,-42,SDF
Republic,FALSE,-30,IND
Delta,FALSE,-45,ORD
Republic,FALSE,-52,OMA
Republic,FALSE,-41,OKC
Delta,FALSE,-33,MSP
Delta,FALSE,-30,ATL
Republic,FALSE,-26,CLT
Republic,TRUE,63,ILM
Delta,FALSE,-19,IAH
Republic,FALSE,-29,BOS
Delta,FALSE,-37,DFW
Republic,FALSE,2,LIT
Republic,FALSE,-31,CMH
Republic,FALSE,-33,PIT
Delta,FALSE,-35,PBI
Republic,FALSE,-38,MCI
Republic,FALSE,-15,IND
Republic,FALSE,-10,BHM
Delta,FALSE,-4,MCO
Republic,FALSE,-22,TUL
Republic,FALSE,10,PIT
Republic,FALSE,-16,DCA
Republic,FALSE,-41,OMA
Republic,FALSE,-24,BNA
Delta,FALSE,-1,TPA
Delta,FALSE,-20,MSY
Republic,FALSE,8,XNA
Republic,FALSE,-13,CMH
Delta,FALSE,-21,DTW
Delta,FALSE,-16,MIA
Republic,FALSE,-49,MSN
Delta,FALSE,7,BOS
Republic,FALSE,-8,CVG
Delta,FALSE,-10,FLL
Republic,FALSE,-14,DCA
Delta,FALSE,-21,ATL
Republic,FALSE,-21,BUF
Republic,FALSE,-31,BDL
Republic,FALSE,-21,BOS
Republic,FALSE,-25,MEM
Republic,FALSE,-15,DTW
Delta,FALSE,-23,SYR
Republic,FALSE,-8,GSO
Republic,FALSE,-22,ILM
Republic,FALSE,-22,PIT
Republic,FALSE,-11,ROC
Republic,FALSE,-13,PWM
Delta,FALSE,-26,ATL
Republic,FALSE,-18,CLE
Republic,TRUE,233,IND
Republic,FALSE,-22,RDU
Republic,FALSE,-17,RIC
Delta,TRUE,61,ORD
Delta,TRUE,39,BOS
Republic,FALSE,-39,CLT
Republic,FALSE,-23,DCA
Delta,FALSE,-18,ATL
Delta,FALSE,-22,DTW
Delta,FALSE,-9,BOS
Delta,FALSE,-27,MSP
Delta,FALSE,-20,ORD
Delta,FALSE,-44,DFW
Republic,FALSE,-34,CMH
Republic,FALSE,-25,RDU
Republic,FALSE,-21,PIT
Delta,FALSE,-24,ATL
Republic,FALSE,-35,MSP
Republic,FALSE,-26,BOS
Delta,FALSE,-18,MIA
Delta,FALSE,-19,TPA
Delta,FALSE,-43,IAH
Delta,FALSE,-22,RSW
Republic,FALSE,16,CMH
Delta,FALSE,-41,DEN
Republic,FALSE,-37,DTW
Delta,FALSE,-5,PBI
Delta,FALSE,-4,MCO
Delta,FALSE,5,FLL
Delta,FALSE,-22,ORD
Republic,FALSE,-21,DCA
Republic,FALSE,-19,CHO
Republic,FALSE,-34,BOS
Delta,FALSE,-16,ATL
Republic,FALSE,-39,CVG
Delta,FALSE,-22,MSP
Republic,FALSE,-27,BUF
Republic,FALSE,-38,HHH
Republic,FALSE,-10,RDU
Delta,FALSE,-33,ORD
Republic,FALSE,-29,RIC
Republic,FALSE,10,IAH
Republic,FALSE,-36,CMH
Republic,FALSE,-25,GSO
Republic,FALSE,-30,ILM
Republic,FALSE,-32,SDF
Republic,FALSE,-18,CMH
Republic,FALSE,-30,PIT
Republic,FALSE,-11,GRR
Republic,FALSE,-28,BUF
Delta,FALSE,-6,BOS
Republic,FALSE,-17,BTV
Republic,FALSE,-22,ACK
Delta,FALSE,-33,DFW
Republic,FALSE,-9,CLE
Republic,FALSE,-29,DCA
Republic,FALSE,5,SDF
Delta,FALSE,-28,ATL
Republic,FALSE,-30,BDL
Republic,FALSE,-30,PVD
Republic,FALSE,-43,STL
Republic,FALSE,-17,IND
Republic,FALSE,3,BOS
Republic,FALSE,-9,MVY
Delta,FALSE,-20,DTW
Republic,FALSE,-41,OMA
Republic,FALSE,-26,BNA
Delta,FALSE,-6,SRQ
Delta,FALSE,-20,ATL
Republic,TRUE,52,GSP
Republic,FALSE,-15,DCA
Delta,FALSE,-14,MSY
Republic,FALSE,-15,IND
Republic,FALSE,-14,AVL
Republic,FALSE,-12,ROA
Republic,FALSE,-5,BOS
Republic,FALSE,-25,XNA
Delta,FALSE,-10,MIA
Republic,FALSE,-10,MSP
Republic,FALSE,-30,PIT
Delta,FALSE,-23,TPA
Delta,FALSE,-31,ATL
Republic,FALSE,-15,DTW
Delta,FALSE,-19,PBI
Delta,FALSE,4,ORD
Delta,FALSE,-5,FLL
Delta,FALSE,-4,MCO
Republic,FALSE,-7,SYR
Republic,FALSE,-12,BUF
Republic,FALSE,-16,CMH
Delta,FALSE,-25,MSP
Delta,FALSE,-1,IAH
Republic,FALSE,4,BOS
Republic,FALSE,-10,MEM
Republic,FALSE,-10,DCA
Republic,FALSE,-13,DAY
Republic,FALSE,-4,PIT
Republic,FALSE,-24,BNA
Republic,FALSE,-4,PWM
Delta,FALSE,-20,DFW
Delta,FALSE,-19,ATL
Republic,FALSE,0,ORF
Delta,FALSE,-14,DTW
Delta,FALSE,-16,ORD
Republic,FALSE,-24,BOS
Republic,FALSE,-36,CLE
Republic,FALSE,-23,SDF
Republic,FALSE,-36,CVG
Republic,FALSE,-40,CMH
Delta,FALSE,-20,ATL
Republic,FALSE,-11,CLT
Republic,FALSE,-23,JAX
Republic,FALSE,-37,IAH
Republic,FALSE,-33,DCA
Republic,FALSE,4,DCA
Republic,FALSE,-34,CAE
Republic,FALSE,-19,BOS
Republic,FALSE,-26,PIT
Republic,FALSE,-44,IND
Republic,FALSE,-9,CMH
Delta,FALSE,-18,ATL
Republic,FALSE,-36,STL
Delta,FALSE,-25,TPA
Delta,FALSE,-22,MCO
Delta,FALSE,-38,DFW
Republic,FALSE,-24,BUF
Republic,FALSE,-12,BOS
Delta,FALSE,-13,PBI
Delta,FALSE,-13,DTW
Republic,FALSE,3,MVY
Republic,FALSE,-31,STL
Republic,FALSE,-9,SYR
Republic,FALSE,-15,GSO
Delta,FALSE,-30,MSP
Delta,FALSE,-31,RSW
Republic,FALSE,-10,DCA
Delta,FALSE,-26,ATL
Delta,FALSE,-18,FLL
Republic,FALSE,-26,RIC
Delta,FALSE,0,IAH
Delta,TRUE,39,MIA
Republic,FALSE,-17,DTW
Republic,FALSE,-5,CHO
Republic,FALSE,-16,ACK
Delta,FALSE,16,CHS
Republic,FALSE,-8,BOS
Republic,FALSE,-1,PIT
Delta,FALSE,-45,ORD
Republic,FALSE,-22,IND
Republic,FALSE,-6,GSP
Republic,FALSE,-13,PIT
Republic,TRUE,31,TYS
Republic,FALSE,-32,DCA
Republic,FALSE,27,BNA
