"","carrier","delayed30","delay","destination"
"31549","American",FALSE,-42,"LAX"
"31550","American",FALSE,-38,"SAN"
"31551","American",FALSE,0,"IAH"
"31552","American",FALSE,-3,"LAS"
"31553","JetBlue",FALSE,-28,"ROC"
"31554","JetBlue",FALSE,-30,"BUR"
"31555","American",FALSE,-13,"ORD"
"31556","JetBlue",FALSE,-44,"SFO"
"31557","JetBlue",FALSE,-27,"IAD"
"31558","JetBlue",FALSE,-13,"RDU"
"31559","American",FALSE,7,"AUS"
"31560","JetBlue",FALSE,-14,"SEA"
"31561","American",FALSE,-57,"SFO"
"31562","JetBlue",TRUE,85,"MCO"
"31563","JetBlue",FALSE,-34,"BUF"
"31564","JetBlue",FALSE,-47,"SJC"
"31565","American",FALSE,-41,"SEA"
"31566","JetBlue",FALSE,5,"LGB"
"31567","JetBlue",FALSE,-5,"PBI"
"31568","American",TRUE,63,"MIA"
"31569","JetBlue",FALSE,13,"TPA"
"31570","American",FALSE,-16,"TPA"
"31571","JetBlue",FALSE,-7,"MCO"
"31572","JetBlue",FALSE,4,"SLC"
"31573","American",FALSE,-32,"LAX"
"31574","American",FALSE,-7,"BOS"
"31575","JetBlue",FALSE,-26,"SMF"
"31576","JetBlue",FALSE,-34,"BOS"
"31577","JetBlue",TRUE,47,"LAS"
"31578","JetBlue",FALSE,-39,"ORD"
"31579","JetBlue",FALSE,-22,"ABQ"
"31580","JetBlue",FALSE,-38,"LAX"
"31581","JetBlue",FALSE,-35,"SFO"
"31582","JetBlue",FALSE,-4,"AUS"
"31583","JetBlue",FALSE,-12,"MSY"
"31584","JetBlue",FALSE,13,"PHX"
"31585","JetBlue",FALSE,-16,"BUF"
"31586","JetBlue",FALSE,-5,"PDX"
"31587","JetBlue",FALSE,-14,"JAX"
"31588","JetBlue",FALSE,-33,"LAS"
"31589","JetBlue",FALSE,-11,"DEN"
"31590","American",FALSE,-41,"LAX"
"31591","JetBlue",FALSE,-15,"RDU"
"31592","JetBlue",FALSE,-15,"ROC"
"31593","JetBlue",FALSE,-4,"BTV"
"31594","JetBlue",FALSE,5,"SYR"
"31595","JetBlue",FALSE,-7,"BUF"
"31596","JetBlue",FALSE,10,"PWM"
"31597","JetBlue",TRUE,50,"BOS"
"31598","JetBlue",FALSE,-22,"BQN"
"31599","JetBlue",FALSE,-23,"PSE"
"31600","American",FALSE,8,"MIA"
"31601","JetBlue",FALSE,-10,"SJU"
"31602","JetBlue",FALSE,-14,"FLL"
"31603","JetBlue",FALSE,-5,"MCO"
"31604","JetBlue",FALSE,-12,"BUF"
"31605","JetBlue",FALSE,-18,"ORD"
"31606","JetBlue",FALSE,-31,"LAS"
"31607","JetBlue",FALSE,1,"TPA"
"31608","American",FALSE,-19,"SJU"
"31609","JetBlue",FALSE,-10,"BOS"
"31610","JetBlue",FALSE,-15,"MSY"
"31611","JetBlue",FALSE,9,"RSW"
"31612","American",FALSE,19,"MCO"
"31613","American",FALSE,-36,"LAS"
"31614","JetBlue",FALSE,-3,"PBI"
"31615","JetBlue",FALSE,-40,"LAX"
"31616","JetBlue",FALSE,1,"JAX"
"31617","American",FALSE,-11,"MIA"
"31618","American",FALSE,-5,"LAX"
"31619","American",FALSE,5,"STT"
"31620","JetBlue",FALSE,1,"RDU"
"31621","JetBlue",FALSE,16,"SRQ"
"31622","JetBlue",FALSE,16,"MCO"
"31623","JetBlue",FALSE,0,"HOU"
"31624","JetBlue",FALSE,17,"CHS"
"31625","American",FALSE,-39,"SFO"
"31626","JetBlue",FALSE,27,"FLL"
"31627","JetBlue",FALSE,-6,"BUF"
"31628","JetBlue",FALSE,-11,"SJU"
"31629","American",FALSE,2,"BOS"
"31630","JetBlue",FALSE,2,"CLT"
"31631","JetBlue",FALSE,-23,"SAN"
"31632","American",FALSE,-19,"SJU"
"31633","American",FALSE,-60,"LAX"
"31634","American",FALSE,-11,"MIA"
"31635","JetBlue",FALSE,-33,"SFO"
"31636","JetBlue",FALSE,4,"PWM"
"31637","JetBlue",TRUE,34,"MCO"
"31638","American",FALSE,-12,"SFO"
"31639","JetBlue",FALSE,-35,"LAX"
"31640","JetBlue",FALSE,-3,"SYR"
"31641","JetBlue",FALSE,-7,"AUS"
"31642","JetBlue",FALSE,10,"BTV"
"31643","JetBlue",FALSE,1,"ROC"
"31644","JetBlue",FALSE,8,"FLL"
"31645","JetBlue",FALSE,-13,"LAS"
"31646","JetBlue",FALSE,4,"TPA"
"31647","JetBlue",FALSE,2,"BOS"
"31648","American",FALSE,-35,"LAX"
"31649","JetBlue",FALSE,12,"PBI"
"31650","JetBlue",FALSE,15,"BUF"
"31651","JetBlue",FALSE,-20,"LAS"
"31652","JetBlue",FALSE,20,"MCO"
"31653","JetBlue",FALSE,5,"FLL"
"31654","American",FALSE,-26,"LAX"
"31655","JetBlue",FALSE,-7,"IAD"
"31656","JetBlue",FALSE,-7,"BTV"
"31657","JetBlue",FALSE,-6,"RSW"
"31658","JetBlue",FALSE,-13,"BUF"
"31659","American",FALSE,-15,"BOS"
"31660","JetBlue",FALSE,-10,"SYR"
"31661","JetBlue",FALSE,-12,"PWM"
"31662","JetBlue",FALSE,9,"BOS"
"31663","JetBlue",FALSE,-17,"BUF"
"31664","JetBlue",FALSE,28,"PBI"
"31665","American",FALSE,-30,"LAX"
"31666","JetBlue",FALSE,-22,"BOS"
"31667","JetBlue",FALSE,-10,"CHS"
"31668","American",FALSE,-10,"MIA"
"31669","JetBlue",FALSE,-12,"LGB"
"31670","JetBlue",TRUE,75,"MCO"
"31671","JetBlue",FALSE,-1,"ROC"
"31672","American",FALSE,-45,"SJU"
"31673","JetBlue",FALSE,-20,"JAX"
"31674","JetBlue",FALSE,6,"FLL"
"31675","JetBlue",FALSE,-4,"HOU"
"31676","American",FALSE,5,"MCO"
"31677","American",FALSE,-2,"MIA"
"31678","JetBlue",FALSE,-1,"TPA"
"31679","JetBlue",FALSE,8,"MSY"
"31680","JetBlue",FALSE,10,"SJU"
"31681","American",FALSE,-44,"SFO"
"31682","JetBlue",FALSE,18,"MCO"
"31683","JetBlue",FALSE,-31,"RSW"
"31684","JetBlue",FALSE,-44,"BUF"
"31685","American",FALSE,-43,"LAX"
"31686","JetBlue",FALSE,-12,"BTV"
"31687","American",FALSE,-13,"BOS"
"31688","JetBlue",FALSE,-59,"LAX"
"31689","JetBlue",FALSE,-14,"MCO"
"31690","JetBlue",FALSE,-19,"FLL"
"31691","JetBlue",FALSE,-58,"SAN"
"31692","American",FALSE,-29,"DFW"
"31693","JetBlue",FALSE,-24,"BOS"
"31694","JetBlue",FALSE,-28,"SYR"
"31695","American",FALSE,-11,"LAS"
"31696","JetBlue",FALSE,-21,"PWM"
"31697","JetBlue",FALSE,-5,"SJU"
"31698","JetBlue",FALSE,-35,"OAK"
"31699","American",FALSE,-46,"LAX"
"31700","JetBlue",FALSE,-16,"CLT"
"31701","American",FALSE,-9,"AUS"
"31702","American",FALSE,-36,"SAN"
"31703","American",FALSE,2,"IAH"
"31704","JetBlue",FALSE,-15,"ROC"
"31705","JetBlue",FALSE,-27,"BUR"
"31706","JetBlue",FALSE,-28,"SEA"
"31707","American",FALSE,-22,"MIA"
"31708","JetBlue",FALSE,-10,"RDU"
"31709","JetBlue",FALSE,-13,"IAD"
"31710","JetBlue",FALSE,-19,"SFO"
"31711","American",FALSE,-50,"SFO"
"31712","American",FALSE,-44,"SEA"
"31713","JetBlue",FALSE,-10,"BUF"
"31714","JetBlue",FALSE,15,"PBI"
"31715","JetBlue",FALSE,-17,"SJC"
"31716","JetBlue",FALSE,-2,"LGB"
"31717","JetBlue",FALSE,-23,"LAS"
"31718","JetBlue",FALSE,8,"TPA"
"31719","JetBlue",FALSE,-1,"MCO"
"31720","American",FALSE,1,"TPA"
"31721","JetBlue",FALSE,4,"SLC"
"31722","American",FALSE,5,"BOS"
"31723","American",FALSE,8,"LAX"
"31724","JetBlue",FALSE,-19,"SMF"
"31725","JetBlue",FALSE,-16,"ABQ"
"31726","JetBlue",FALSE,-14,"BOS"
"31727","JetBlue",FALSE,-38,"SFO"
"31728","JetBlue",FALSE,-11,"MCO"
"31729","JetBlue",TRUE,247,"ORD"
"31730","JetBlue",FALSE,-24,"AUS"
"31731","JetBlue",FALSE,-21,"MSY"
"31732","American",TRUE,196,"ORD"
"31733","JetBlue",FALSE,-44,"PDX"
"31734","JetBlue",FALSE,-3,"PHX"
"31735","JetBlue",TRUE,89,"FLL"
"31736","JetBlue",FALSE,-19,"BUF"
"31737","JetBlue",FALSE,-19,"JAX"
"31738","JetBlue",FALSE,-53,"DEN"
"31739","JetBlue",FALSE,3,"LAX"
"31740","JetBlue",FALSE,-12,"TPA"
"31741","American",FALSE,-59,"LAX"
"31742","JetBlue",FALSE,-27,"LAS"
"31743","JetBlue",FALSE,-20,"RDU"
"31744","JetBlue",FALSE,-15,"BTV"
"31745","JetBlue",FALSE,-17,"SYR"
"31746","JetBlue",FALSE,-14,"PWM"
"31747","JetBlue",FALSE,-5,"ROC"
"31748","JetBlue",FALSE,-7,"BUF"
"31749","JetBlue",FALSE,22,"BOS"
"31750","JetBlue",TRUE,147,"ORD"
"31751","JetBlue",FALSE,-9,"BQN"
"31752","JetBlue",FALSE,5,"PSE"
"31753","JetBlue",FALSE,9,"SJU"
"31754","American",FALSE,-12,"MIA"
"31755","JetBlue",FALSE,-16,"SJU"
"31756","JetBlue",FALSE,-15,"FLL"
"31757","JetBlue",FALSE,1,"MCO"
"31758","JetBlue",FALSE,-32,"LAS"
"31759","JetBlue",FALSE,-22,"ORD"
"31760","JetBlue",FALSE,-4,"TPA"
"31761","American",FALSE,-17,"SJU"
"31762","JetBlue",FALSE,-5,"MSY"
"31763","JetBlue",FALSE,20,"BUF"
"31764","JetBlue",FALSE,-9,"RSW"
"31765","American",FALSE,4,"MCO"
"31766","JetBlue",FALSE,-41,"LAX"
"31767","American",FALSE,-27,"LAS"
"31768","JetBlue",FALSE,-3,"PBI"
"31769","JetBlue",FALSE,-9,"JAX"
"31770","American",FALSE,-24,"MIA"
"31771","American",FALSE,-49,"LAX"
"31772","American",FALSE,-21,"STT"
"31773","JetBlue",FALSE,5,"RDU"
"31774","JetBlue",FALSE,-7,"FLL"
"31775","JetBlue",FALSE,10,"MCO"
"31776","JetBlue",FALSE,8,"CHS"
"31777","JetBlue",FALSE,10,"SRQ"
"31778","JetBlue",FALSE,-5,"HOU"
"31779","American",FALSE,-51,"SFO"
"31780","JetBlue",FALSE,-6,"BUF"
"31781","JetBlue",FALSE,-3,"SJU"
"31782","American",FALSE,2,"BOS"
"31783","JetBlue",FALSE,5,"CLT"
"31784","JetBlue",FALSE,-17,"SAN"
"31785","American",FALSE,-24,"SJU"
"31786","American",FALSE,-17,"MIA"
"31787","American",FALSE,-21,"LAX"
"31788","JetBlue",FALSE,23,"PWM"
"31789","JetBlue",FALSE,-19,"AUS"
"31790","JetBlue",FALSE,-11,"SYR"
"31791","American",FALSE,-30,"SFO"
"31792","JetBlue",FALSE,1,"BTV"
"31793","JetBlue",FALSE,-14,"FLL"
"31794","JetBlue",FALSE,-5,"ROC"
"31795","JetBlue",FALSE,15,"MCO"
"31796","JetBlue",FALSE,-23,"LAS"
"31797","JetBlue",FALSE,8,"TPA"
"31798","JetBlue",FALSE,-10,"BOS"
"31799","JetBlue",FALSE,-9,"PBI"
"31800","American",FALSE,-40,"LAX"
"31801","JetBlue",FALSE,-15,"BUF"
"31802","JetBlue",FALSE,-13,"LAS"
"31803","JetBlue",FALSE,25,"MCO"
"31804","JetBlue",FALSE,10,"FLL"
"31805","American",FALSE,-49,"LAX"
"31806","JetBlue",FALSE,-11,"IAD"
"31807","JetBlue",FALSE,-18,"RSW"
"31808","JetBlue",FALSE,-2,"BTV"
"31809","JetBlue",FALSE,-19,"BUF"
"31810","American",FALSE,-12,"BOS"
"31811","JetBlue",FALSE,-7,"PBI"
"31812","JetBlue",FALSE,17,"SYR"
"31813","JetBlue",FALSE,-14,"BOS"
"31814","JetBlue",FALSE,-16,"PWM"
"31815","American",FALSE,-37,"LAX"
"31816","JetBlue",FALSE,-14,"BOS"
"31817","JetBlue",FALSE,-21,"LGB"
"31818","JetBlue",FALSE,2,"MCO"
"31819","JetBlue",FALSE,-8,"CHS"
"31820","JetBlue",FALSE,-17,"FLL"
"31821","American",FALSE,0,"MIA"
"31822","American",FALSE,-39,"SJU"
"31823","JetBlue",FALSE,-25,"JAX"
"31824","JetBlue",FALSE,-4,"ROC"
"31825","American",FALSE,-32,"MIA"
"31826","American",FALSE,-13,"MCO"
"31827","JetBlue",FALSE,-14,"SJU"
"31828","JetBlue",FALSE,-10,"TPA"
"31829","JetBlue",FALSE,-14,"HOU"
"31830","JetBlue",FALSE,-5,"MSY"
"31831","JetBlue",FALSE,6,"MCO"
"31832","American",FALSE,-47,"SFO"
"31833","JetBlue",FALSE,-32,"RSW"
"31834","JetBlue",FALSE,-46,"ORD"
"31835","American",FALSE,-29,"BOS"
"31836","JetBlue",FALSE,-38,"BUF"
"31837","American",FALSE,-33,"LAX"
"31838","JetBlue",FALSE,-26,"MCO"
"31839","JetBlue",FALSE,-45,"LAX"
"31840","American",FALSE,-33,"LAX"
"31841","American",FALSE,-26,"AUS"
"31842","American",FALSE,-9,"IAH"
"31843","JetBlue",FALSE,-47,"SFO"
"31844","JetBlue",FALSE,-42,"SEA"
"31845","American",FALSE,-51,"MIA"
"31846","JetBlue",FALSE,21,"SJU"
"31847","JetBlue",FALSE,-23,"BUR"
"31848","American",FALSE,-25,"ORD"
"31849","JetBlue",TRUE,45,"FLL"
"31850","American",TRUE,39,"DFW"
"31851","American",FALSE,-62,"SFO"
"31852","JetBlue",TRUE,104,"BTV"
"31853","American",FALSE,16,"SAN"
"31854","JetBlue",TRUE,69,"PWM"
"31855","JetBlue",TRUE,78,"BOS"
"31856","JetBlue",TRUE,66,"CLT"
"31857","JetBlue",FALSE,-42,"SJC"
"31858","JetBlue",TRUE,67,"SYR"
"31859","JetBlue",TRUE,67,"RDU"
"31860","American",TRUE,72,"LAS"
"31861","JetBlue",FALSE,-22,"LAS"
"31862","JetBlue",FALSE,17,"BUF"
"31863","American",FALSE,-15,"TPA"
"31864","JetBlue",FALSE,-43,"SMF"
"31865","American",FALSE,14,"SEA"
"31866","JetBlue",FALSE,-55,"ABQ"
"31867","American",FALSE,-5,"LAX"
"31868","JetBlue",TRUE,60,"TPA"
"31869","JetBlue",FALSE,2,"MCO"
"31870","JetBlue",TRUE,101,"PBI"
"31871","JetBlue",FALSE,-42,"SFO"
"31872","JetBlue",TRUE,47,"FLL"
"31873","JetBlue",TRUE,47,"SLC"
"31874","JetBlue",FALSE,-7,"PHX"
"31875","JetBlue",FALSE,-19,"AUS"
"31876","JetBlue",FALSE,12,"LAX"
"31877","JetBlue",FALSE,-43,"DEN"
"31878","JetBlue",FALSE,20,"MSY"
"31879","JetBlue",TRUE,99,"MCO"
"31880","JetBlue",TRUE,68,"BOS"
"31881","American",TRUE,114,"BOS"
"31882","JetBlue",TRUE,62,"ORD"
"31883","JetBlue",FALSE,-9,"ROC"
"31884","JetBlue",FALSE,-11,"BOS"
"31885","JetBlue",TRUE,42,"RDU"
"31886","JetBlue",FALSE,2,"SYR"
"31887","JetBlue",FALSE,1,"BUF"
"31888","JetBlue",FALSE,20,"BTV"
"31889","JetBlue",FALSE,23,"PWM"
"31890","JetBlue",FALSE,-9,"PSE"
"31891","JetBlue",FALSE,3,"BQN"
"31892","JetBlue",FALSE,-6,"SJU"
"31893","American",FALSE,-3,"MIA"
"31894","JetBlue",FALSE,-3,"SJU"
"31895","JetBlue",FALSE,-16,"FLL"
"31896","JetBlue",FALSE,8,"MCO"
"31897","JetBlue",FALSE,-2,"TPA"
"31898","JetBlue",FALSE,-11,"BUF"
"31899","JetBlue",FALSE,-20,"ORD"
"31900","American",FALSE,-27,"SJU"
"31901","JetBlue",FALSE,-6,"RSW"
"31902","JetBlue",FALSE,-46,"LAX"
"31903","American",FALSE,-13,"MCO"
"31904","American",FALSE,-41,"LAS"
"31905","JetBlue",FALSE,-5,"PBI"
"31906","JetBlue",FALSE,-2,"JAX"
"31907","American",FALSE,-52,"LAX"
"31908","JetBlue",TRUE,47,"MSY"
"31909","American",FALSE,-22,"MIA"
"31910","JetBlue",FALSE,-19,"LAS"
"31911","JetBlue",FALSE,-4,"SRQ"
"31912","American",FALSE,-25,"STT"
"31913","JetBlue",FALSE,5,"MCO"
"31914","JetBlue",FALSE,-3,"RDU"
"31915","American",FALSE,-49,"SFO"
"31916","JetBlue",FALSE,-4,"CHS"
"31917","JetBlue",FALSE,17,"FLL"
"31918","JetBlue",FALSE,-10,"HOU"
"31919","JetBlue",FALSE,-18,"BUF"
"31920","JetBlue",FALSE,-4,"CLT"
"31921","American",FALSE,-4,"BOS"
"31922","JetBlue",FALSE,-9,"SAN"
"31923","American",FALSE,-46,"LAX"
"31924","American",FALSE,-34,"SJU"
"31925","American",FALSE,-26,"MIA"
"31926","JetBlue",FALSE,-43,"SFO"
"31927","JetBlue",FALSE,-16,"MCO"
"31928","JetBlue",FALSE,9,"PWM"
"31929","JetBlue",FALSE,-18,"SYR"
"31930","JetBlue",FALSE,-18,"LAX"
"31931","JetBlue",FALSE,-13,"FLL"
"31932","JetBlue",FALSE,-17,"ROC"
"31933","American",FALSE,-33,"SFO"
"31934","JetBlue",FALSE,-10,"AUS"
"31935","JetBlue",FALSE,-24,"LAS"
"31936","JetBlue",FALSE,-1,"TPA"
"31937","JetBlue",TRUE,190,"BOS"
"31938","JetBlue",FALSE,0,"PBI"
"31939","American",FALSE,-27,"LAX"
"31940","JetBlue",FALSE,-3,"MCO"
"31941","JetBlue",FALSE,-11,"BUF"
"31942","JetBlue",FALSE,2,"LAS"
"31943","JetBlue",FALSE,-7,"FLL"
"31944","American",FALSE,-20,"LAX"
"31945","JetBlue",FALSE,-7,"IAD"
"31946","JetBlue",FALSE,-3,"RSW"
"31947","JetBlue",FALSE,-4,"BTV"
"31948","JetBlue",FALSE,-15,"BUF"
"31949","American",FALSE,-20,"BOS"
"31950","JetBlue",TRUE,134,"BOS"
"31951","JetBlue",FALSE,0,"PBI"
"31952","JetBlue",FALSE,7,"SYR"
"31953","JetBlue",FALSE,12,"PWM"
"31954","JetBlue",FALSE,-27,"ROC"
"31955","American",FALSE,-26,"LAX"
"31956","American",FALSE,-29,"MIA"
"31957","JetBlue",FALSE,-28,"LGB"
"31958","JetBlue",FALSE,-13,"BOS"
"31959","JetBlue",TRUE,48,"BOS"
"31960","JetBlue",FALSE,2,"MCO"
"31961","JetBlue",FALSE,3,"CHS"
"31962","JetBlue",FALSE,-10,"BUF"
"31963","JetBlue",FALSE,2,"FLL"
"31964","American",FALSE,-37,"SJU"
"31965","JetBlue",FALSE,-2,"JAX"
"31966","JetBlue",FALSE,-21,"MSY"
"31967","American",FALSE,-20,"MCO"
"31968","JetBlue",FALSE,-26,"HOU"
"31969","JetBlue",FALSE,-8,"MCO"
"31970","JetBlue",FALSE,-6,"TPA"
"31971","American",FALSE,-24,"MIA"
"31972","JetBlue",FALSE,0,"SJU"
"31973","American",FALSE,-33,"LAX"
"31974","JetBlue",FALSE,0,"RSW"
"31975","JetBlue",FALSE,-12,"BTV"
"31976","JetBlue",FALSE,-22,"ORD"
"31977","American",FALSE,-13,"BOS"
"31978","JetBlue",FALSE,-16,"BUF"
"31979","American",FALSE,-37,"DFW"
"31980","JetBlue",FALSE,-24,"LAX"
"31981","American",TRUE,79,"SFO"
"31982","JetBlue",FALSE,5,"MCO"
"31983","JetBlue",FALSE,-38,"SAN"
"31984","JetBlue",FALSE,-38,"BOS"
"31985","JetBlue",FALSE,-7,"FLL"
"31986","JetBlue",FALSE,-34,"PWM"
"31987","American",FALSE,-23,"LAS"
"31988","American",FALSE,-7,"LAX"
"31989","JetBlue",FALSE,-10,"CLT"
"31990","JetBlue",FALSE,-12,"SYR"
"31991","JetBlue",FALSE,17,"OAK"
"31992","JetBlue",FALSE,-10,"SJU"
"31993","American",FALSE,-23,"AUS"
"31994","American",FALSE,-26,"ORD"
"31995","American",FALSE,-26,"SAN"
"31996","JetBlue",FALSE,10,"RDU"
"31997","JetBlue",FALSE,-10,"ROC"
"31998","American",FALSE,-4,"IAH"
"31999","JetBlue",FALSE,-34,"SEA"
"32000","American",FALSE,-28,"MIA"
"32001","JetBlue",FALSE,-7,"IAD"
"32002","JetBlue",FALSE,9,"BUR"
"32003","JetBlue",FALSE,-9,"LGB"
"32004","American",FALSE,-13,"SFO"
"32005","JetBlue",FALSE,-2,"PBI"
"32006","JetBlue",FALSE,-15,"BUF"
"32007","American",FALSE,-50,"SEA"
"32008","JetBlue",FALSE,-26,"SJC"
"32009","JetBlue",TRUE,55,"SFO"
"32010","JetBlue",FALSE,-23,"LAS"
"32011","JetBlue",FALSE,3,"TPA"
"32012","JetBlue",FALSE,-7,"SLC"
"32013","American",FALSE,-13,"LAX"
"32014","JetBlue",FALSE,19,"MCO"
"32015","American",FALSE,15,"TPA"
"32016","JetBlue",FALSE,-16,"SMF"
"32017","American",FALSE,14,"BOS"
"32018","JetBlue",FALSE,-23,"ABQ"
"32019","JetBlue",FALSE,0,"MCO"
"32020","JetBlue",FALSE,-10,"BOS"
"32021","JetBlue",FALSE,-20,"ORD"
"32022","JetBlue",FALSE,-23,"SFO"
"32023","JetBlue",FALSE,-19,"AUS"
"32024","JetBlue",FALSE,-11,"PHX"
"32025","JetBlue",FALSE,-32,"PDX"
"32026","JetBlue",FALSE,-18,"MSY"
"32027","JetBlue",FALSE,8,"FLL"
"32028","JetBlue",FALSE,-18,"BUF"
"32029","JetBlue",FALSE,-24,"DEN"
"32030","JetBlue",FALSE,-10,"JAX"
"32031","JetBlue",FALSE,-33,"LAS"
"32032","JetBlue",FALSE,-17,"FLL"
"32033","American",FALSE,-2,"LAX"
"32034","JetBlue",FALSE,19,"TPA"
"32035","JetBlue",FALSE,-17,"BTV"
"32036","JetBlue",FALSE,-10,"ROC"
"32037","JetBlue",FALSE,-8,"SYR"
"32038","JetBlue",TRUE,37,"RDU"
"32039","JetBlue",FALSE,-12,"BOS"
"32040","JetBlue",FALSE,-14,"BUF"
"32041","JetBlue",TRUE,46,"PWM"
"32042","JetBlue",FALSE,-21,"PSE"
"32043","JetBlue",FALSE,-10,"BQN"
"32044","JetBlue",FALSE,-10,"SJU"
"32045","American",FALSE,-5,"MIA"
"32046","JetBlue",FALSE,-7,"SJU"
"32047","JetBlue",FALSE,-6,"FLL"
"32048","JetBlue",FALSE,2,"MCO"
"32049","JetBlue",FALSE,0,"TPA"
"32050","JetBlue",FALSE,-13,"ORD"
"32051","JetBlue",FALSE,-4,"BUF"
"32052","American",FALSE,-20,"SJU"
"32053","JetBlue",FALSE,-8,"BOS"
"32054","JetBlue",FALSE,-12,"RSW"
"32055","JetBlue",FALSE,-9,"MSY"
"32056","American",FALSE,8,"MCO"
"32057","JetBlue",FALSE,-46,"LAX"
"32058","American",FALSE,-40,"LAS"
"32059","JetBlue",FALSE,15,"PBI"
"32060","JetBlue",FALSE,14,"JAX"
"32061","American",FALSE,-23,"MIA"
"32062","American",FALSE,-35,"LAX"
"32063","JetBlue",FALSE,-13,"LAS"
"32064","JetBlue",FALSE,-6,"SRQ"
"32065","American",FALSE,-15,"STT"
"32066","JetBlue",FALSE,-21,"CHS"
"32067","JetBlue",FALSE,-31,"HOU"
"32068","JetBlue",FALSE,-9,"MCO"
"32069","JetBlue",FALSE,-1,"RDU"
"32070","American",FALSE,-60,"SFO"
"32071","JetBlue",FALSE,-20,"BUF"
"32072","JetBlue",FALSE,9,"FLL"
"32073","American",FALSE,-9,"BOS"
"32074","JetBlue",FALSE,2,"SAN"
"32075","JetBlue",FALSE,0,"CLT"
"32076","American",FALSE,-12,"SJU"
"32077","American",FALSE,-33,"LAX"
"32078","American",FALSE,-21,"MIA"
"32079","JetBlue",FALSE,-53,"SFO"
"32080","JetBlue",FALSE,-9,"MCO"
"32081","JetBlue",FALSE,-31,"AUS"
"32082","American",FALSE,-56,"SFO"
"32083","JetBlue",FALSE,-14,"LAX"
"32084","JetBlue",FALSE,8,"FLL"
"32085","JetBlue",FALSE,-8,"SYR"
"32086","JetBlue",FALSE,-12,"ROC"
"32087","JetBlue",FALSE,-10,"MSY"
"32088","JetBlue",TRUE,57,"PWM"
"32089","JetBlue",FALSE,-26,"BOS"
"32090","JetBlue",FALSE,17,"PBI"
"32091","American",FALSE,-13,"LAX"
"32092","JetBlue",FALSE,1,"TPA"
"32093","JetBlue",TRUE,56,"BTV"
"32094","JetBlue",FALSE,21,"LAS"
"32095","JetBlue",TRUE,136,"SJU"
"32096","JetBlue",TRUE,70,"MCO"
"32097","American",FALSE,-25,"LAX"
"32098","JetBlue",FALSE,-1,"IAD"
"32099","JetBlue",FALSE,-8,"BTV"
"32100","JetBlue",TRUE,52,"LAS"
"32101","JetBlue",FALSE,-5,"RSW"
"32102","JetBlue",TRUE,75,"BUF"
"32103","American",FALSE,-15,"BOS"
"32104","JetBlue",FALSE,-26,"BOS"
"32105","JetBlue",FALSE,-10,"PBI"
"32106","JetBlue",FALSE,-3,"PWM"
"32107","JetBlue",FALSE,-7,"ROC"
"32108","American",FALSE,-42,"LAX"
"32109","JetBlue",TRUE,71,"BUF"
"32110","JetBlue",TRUE,69,"SYR"
"32111","JetBlue",FALSE,-20,"BOS"
"32112","JetBlue",FALSE,-30,"LGB"
"32113","JetBlue",FALSE,-7,"CHS"
"32114","American",FALSE,19,"MIA"
"32115","JetBlue",FALSE,27,"MCO"
"32116","JetBlue",FALSE,-5,"FLL"
"32117","American",FALSE,-16,"SJU"
"32118","JetBlue",FALSE,-3,"BUF"
"32119","JetBlue",FALSE,-22,"HOU"
"32120","American",FALSE,-23,"MCO"
"32121","JetBlue",FALSE,-8,"SJU"
"32122","American",FALSE,-18,"MIA"
"32123","JetBlue",FALSE,-12,"MCO"
"32124","JetBlue",FALSE,-18,"TPA"
"32125","American",FALSE,-53,"SFO"
"32126","JetBlue",FALSE,7,"RSW"
"32127","JetBlue",TRUE,64,"JAX"
"32128","JetBlue",TRUE,38,"MSY"
"32129","JetBlue",FALSE,-47,"ORD"
"32130","American",FALSE,9,"BOS"
"32131","JetBlue",FALSE,-18,"BTV"
"32132","American",FALSE,-42,"LAX"
"32133","JetBlue",FALSE,-11,"FLL"
"32134","JetBlue",FALSE,-40,"SAN"
"32135","American",FALSE,-38,"DFW"
"32136","JetBlue",FALSE,-35,"LAX"
"32137","JetBlue",FALSE,8,"BUF"
"32138","JetBlue",FALSE,-9,"MCO"
"32139","JetBlue",FALSE,-26,"SYR"
"32140","American",FALSE,-40,"LAS"
"32141","JetBlue",FALSE,-54,"OAK"
"32142","American",FALSE,-39,"LAX"
"32143","American",FALSE,-49,"ORD"
"32144","American",FALSE,-11,"AUS"
"32145","American",FALSE,-36,"SAN"
"32146","American",FALSE,-12,"IAH"
"32147","JetBlue",FALSE,-32,"BUR"
"32148","JetBlue",FALSE,29,"BOS"
"32149","JetBlue",FALSE,-58,"SEA"
"32150","JetBlue",FALSE,-3,"RDU"
"32151","JetBlue",FALSE,-53,"SFO"
"32152","American",FALSE,-22,"MIA"
"32153","JetBlue",FALSE,-18,"IAD"
"32154","JetBlue",FALSE,11,"CLT"
"32155","JetBlue",FALSE,3,"ROC"
"32156","JetBlue",TRUE,45,"PWM"
"32157","JetBlue",FALSE,-16,"LGB"
"32158","American",FALSE,-75,"SEA"
"32159","JetBlue",FALSE,-45,"SJC"
"32160","JetBlue",FALSE,-20,"BUF"
"32161","JetBlue",FALSE,-39,"LAS"
"32162","JetBlue",TRUE,110,"SJU"
"32163","JetBlue",FALSE,-51,"SLC"
"32164","JetBlue",FALSE,7,"TPA"
